Run,TTFB_seconds,Status
1,7.266913175582886,Success
2,4.9498279094696045,Success
3,6.317624568939209,Success
4,4.938037157058716,Success
5,3.7219948768615723,Success
6,3.163996696472168,Success
7,3.6563994884490967,Success
8,3.8987672328948975,Success
9,3.6768457889556885,Success
10,3.6311392784118652,Success
11,4.916247367858887,Success
12,3.072134017944336,Success
13,4.552152872085571,Success
14,3.3860106468200684,Success
15,4.780104160308838,Success
16,4.02393913269043,Success
17,3.959688425064087,Success
18,3.867180824279785,Success
19,4.114827871322632,Success
20,4.882199764251709,Success
21,18.005667686462402,Success
22,2.8892643451690674,Success
23,3.004549980163574,Success
24,3.675691604614258,Success
25,2.939495086669922,Success
26,2.5993688106536865,Success
27,2.1888701915740967,Success
28,2.0927135944366455,Success
29,2.1713247299194336,Success
30,1.597794771194458,Success
31,1.6006348133087158,Success
32,1.533172607421875,Success
33,1.553023099899292,Success
34,1.4578063488006592,Success
35,1.854236125946045,Success
36,1.9185247421264648,Success
37,2.0834169387817383,Success
38,1.595290184020996,Success
39,1.794487714767456,Success
40,1.566770076751709,Success
41,1.5221004486083984,Success
42,1.7169394493103027,Success
43,1.5647144317626953,Success
44,1.593998908996582,Success
45,1.6598000526428223,Success
46,1.77811598777771,Success
47,1.4882326126098633,Success
48,0.9475975036621094,Success
49,2.1317031383514404,Success
50,1.7342822551727295,Success
51,1.4863393306732178,Success
52,2.060131549835205,Success
53,1.5008301734924316,Success
54,1.61226487159729,Success
55,1.4895191192626953,Success
56,1.7924559116363525,Success
57,1.593435287475586,Success
58,1.2753593921661377,Success
59,1.7888576984405518,Success
60,1.4798486232757568,Success
61,1.6991400718688965,Success
62,1.691563367843628,Success
63,1.0225625038146973,Success
64,1.626598596572876,Success
65,1.4552862644195557,Success
66,1.7171010971069336,Success
67,1.8219707012176514,Success
68,1.8597300052642822,Success
69,1.5989043712615967,Success
70,1.6278870105743408,Success
71,1.6179454326629639,Success
72,1.3575201034545898,Success
73,1.8589720726013184,Success
74,1.8454253673553467,Success
75,1.4613847732543945,Success
76,1.5858488082885742,Success
77,1.759680986404419,Success
78,1.768620252609253,Success
79,1.7794239521026611,Success
80,1.254716396331787,Success
81,1.4398839473724365,Success
82,1.9909892082214355,Success
83,1.3649506568908691,Success
84,1.416027307510376,Success
85,1.3915369510650635,Success
86,1.5185201168060303,Success
87,1.235935926437378,Success
88,1.4017696380615234,Success
89,1.4026989936828613,Success
90,1.5184326171875,Success
91,1.3729839324951172,Success
92,1.395120620727539,Success
93,1.3012924194335938,Success
94,1.243056297302246,Success
95,1.232729196548462,Success
96,1.4190642833709717,Success
97,1.6666157245635986,Success
98,1.169468641281128,Success
99,1.5591883659362793,Success
100,1.6612093448638916,Success
101,1.627166509628296,Success
102,1.1427061557769775,Success
103,1.9451041221618652,Success
104,1.7723078727722168,Success
105,1.7585158348083496,Success
106,1.7177650928497314,Success
107,1.8706815242767334,Success
108,1.2801847457885742,Success
109,1.7588388919830322,Success
110,1.5328831672668457,Success
111,1.543273687362671,Success
112,1.6599891185760498,Success
113,1.5977840423583984,Success
114,1.310422420501709,Success
115,1.411203145980835,Success
116,1.4986677169799805,Success
117,1.865941047668457,Success
118,1.5898337364196777,Success
119,1.4422273635864258,Success
120,1.2776446342468262,Success
121,1.3096318244934082,Success
122,1.4720501899719238,Success
123,1.2534184455871582,Success
124,1.8518471717834473,Success
125,1.3529064655303955,Success
126,1.560652256011963,Success
127,1.4372923374176025,Success
128,1.272470235824585,Success
129,0.8387835025787354,Success
130,1.2682278156280518,Success
131,1.3466999530792236,Success
132,1.5175721645355225,Success
133,1.6471302509307861,Success
134,1.3694653511047363,Success
135,1.3017661571502686,Success
136,1.443925380706787,Success
137,1.2733099460601807,Success
138,1.2918672561645508,Success
139,1.3833377361297607,Success
140,0.850818395614624,Success
141,1.4283342361450195,Success
142,1.277409315109253,Success
143,1.482187271118164,Success
144,1.0014026165008545,Success
145,1.2838306427001953,Success
146,1.2562363147735596,Success
147,1.6201488971710205,Success
148,1.6770234107971191,Success
149,1.598283052444458,Success
150,1.6001882553100586,Success
151,1.4851593971252441,Success
152,1.5567786693572998,Success
153,1.6594536304473877,Success
154,2.0174238681793213,Success
155,1.6516144275665283,Success
156,1.5481631755828857,Success
157,1.5039753913879395,Success
158,2.018263101577759,Success
159,1.6583044528961182,Success
160,1.7912061214447021,Success
161,1.62532377243042,Success
162,0.9085099697113037,Success
163,1.8549444675445557,Success
164,1.4752497673034668,Success
165,1.5103638172149658,Success
166,2.1755781173706055,Success
167,1.5589618682861328,Success
168,2.011259078979492,Success
169,1.4826602935791016,Success
170,1.5153391361236572,Success
171,1.5446546077728271,Success
172,1.5910882949829102,Success
173,1.74210786819458,Success
174,1.0541350841522217,Success
175,1.5207939147949219,Success
176,1.678922176361084,Success
177,1.8408167362213135,Success
178,1.7659709453582764,Success
179,1.5818278789520264,Success
180,2.2528414726257324,Success
181,1.0215885639190674,Success
182,1.0281271934509277,Success
183,1.0921292304992676,Success
184,1.7688400745391846,Success
185,1.7082290649414062,Success
186,1.5297701358795166,Success
187,1.3237087726593018,Success
188,1.6543333530426025,Success
189,1.6693980693817139,Success
190,1.582047700881958,Success
191,1.876373529434204,Success
192,1.317547082901001,Success
193,1.657334327697754,Success
194,1.4066100120544434,Success
195,1.2466285228729248,Success
196,1.6293485164642334,Success
197,1.697352647781372,Success
198,1.4103705883026123,Success
199,1.2376186847686768,Success
200,1.5799169540405273,Success
201,1.4517114162445068,Success
202,1.2747197151184082,Success
203,1.3460824489593506,Success
204,1.3199384212493896,Success
205,1.2719018459320068,Success
206,1.4024734497070312,Success
207,1.2592604160308838,Success
208,1.2936913967132568,Success
209,1.2885956764221191,Success
210,1.2010681629180908,Success
211,1.5134713649749756,Success
212,1.262000322341919,Success
213,1.5702779293060303,Success
214,1.4002127647399902,Success
215,1.4829127788543701,Success
216,1.286665439605713,Success
217,1.7157440185546875,Success
218,1.735447645187378,Success
219,1.7013576030731201,Success
220,1.372537612915039,Success
221,1.2206966876983643,Success
222,1.3290162086486816,Success
223,1.2541532516479492,Success
224,1.5069935321807861,Success
225,1.2159197330474854,Success
226,1.4648237228393555,Success
227,1.4821054935455322,Success
228,1.3853533267974854,Success
229,1.5413963794708252,Success
230,1.4969816207885742,Success
231,1.5003201961517334,Success
232,1.5465328693389893,Success
233,1.4746067523956299,Success
234,1.4601070880889893,Success
235,1.544410228729248,Success
236,1.7441511154174805,Success
237,1.498898983001709,Success
238,1.0749058723449707,Success
239,1.9759876728057861,Success
240,1.7296197414398193,Success
241,1.4504094123840332,Success
242,1.803922414779663,Success
243,1.502241611480713,Success
244,1.7726478576660156,Success
245,1.5547072887420654,Success
246,1.4961659908294678,Success
247,0.9546239376068115,Success
248,1.600783348083496,Success
249,1.7007293701171875,Success
250,1.709859848022461,Success
251,1.5430803298950195,Success
252,1.4835412502288818,Success
253,1.5804085731506348,Success
254,1.4682002067565918,Success
255,1.558398962020874,Success
256,1.5201661586761475,Success
257,1.725508213043213,Success
258,1.5386173725128174,Success
259,1.4556856155395508,Success
260,0.9399926662445068,Success
261,1.4941792488098145,Success
262,1.533806324005127,Success
263,1.617159366607666,Success
264,1.4487824440002441,Success
265,1.5072453022003174,Success
266,1.520528793334961,Success
267,1.4898443222045898,Success
268,1.1438167095184326,Success
269,2.0297532081604004,Success
270,1.7673485279083252,Success
271,1.4658029079437256,Success
272,1.7277100086212158,Success
273,1.572697401046753,Success
274,1.7584378719329834,Success
275,1.927948236465454,Success
276,1.434014081954956,Success
277,1.5347399711608887,Success
278,1.5053822994232178,Success
279,1.6006412506103516,Success
280,1.4753668308258057,Success
281,1.5687437057495117,Success
282,1.7525932788848877,Success
283,1.9200308322906494,Success
284,1.4707863330841064,Success
285,1.4773046970367432,Success
286,1.4518511295318604,Success
287,1.595503568649292,Success
288,1.7358968257904053,Success
289,1.6959848403930664,Success
290,1.583176851272583,Success
291,1.9922828674316406,Success
292,3.4821972846984863,Success
293,2.8728232383728027,Success
294,3.5318894386291504,Success
295,9.27177119255066,Success
296,4.159195184707642,Success
297,3.5199296474456787,Success
298,4.039453506469727,Success
299,4.128363132476807,Success
300,42.72886347770691,Success
301,3.5000834465026855,Success
302,5.4387733936309814,Success
303,4.863482713699341,Success
304,,"Error: HTTPSConnectionPool(host='mobgsm.com', port=443): Read timed out. (read timeout=60)"
305,17.528810024261475,Success
306,4.918468713760376,Success
307,2.2430946826934814,Success
308,33.539299964904785,Success
309,2.2813165187835693,Success
310,2.518200397491455,Success
311,1.9821844100952148,Success
312,2.508647918701172,Success
313,3.202089309692383,Success
314,1.7475953102111816,Success
315,2.077815294265747,Success
316,1.9833793640136719,Success
317,2.6952919960021973,Success
318,3.169330596923828,Success
319,1.56949782371521,Success
320,1.2906429767608643,Success
321,2.0869295597076416,Success
322,1.9926185607910156,Success
323,1.8502678871154785,Success
324,1.8002512454986572,Success
325,1.4774153232574463,Success
326,1.6830806732177734,Success
327,1.6318209171295166,Success
328,1.2492525577545166,Success
329,1.3004813194274902,Success
330,2.530306816101074,Success
331,1.8311278820037842,Success
332,1.4583990573883057,Success
333,1.8532226085662842,Success
334,1.9075126647949219,Success
335,8.160131216049194,Success
336,2.772413730621338,Success
337,2.5517866611480713,Success
338,4.057720184326172,Success
339,3.8149545192718506,Success
340,3.1181468963623047,Success
341,1.5122218132019043,Success
342,1.0504558086395264,Success
343,1.6937017440795898,Success
344,2.3676278591156006,Success
345,1.7420473098754883,Success
346,1.5552341938018799,Success
347,1.5758638381958008,Success
348,1.9369568824768066,Success
349,1.4607069492340088,Success
350,1.5708565711975098,Success
351,1.5878698825836182,Success
352,0.969475269317627,Success
353,1.4832355976104736,Success
354,1.5613927841186523,Success
355,2.3973145484924316,Success
356,1.4710116386413574,Success
357,1.5727145671844482,Success
358,1.485482931137085,Success
359,1.7153544425964355,Success
360,1.6072888374328613,Success
361,1.6262078285217285,Success
362,1.4995863437652588,Success
363,1.6253044605255127,Success
364,1.472876787185669,Success
365,1.6056396961212158,Success
366,1.5994036197662354,Success
367,2.2350709438323975,Success
368,1.6001222133636475,Success
369,1.6700236797332764,Success
370,1.5275280475616455,Success
371,1.5703308582305908,Success
372,2.1231565475463867,Success
373,2.2348995208740234,Success
374,1.7730422019958496,Success
375,2.761806011199951,Success
376,1.4096169471740723,Success
377,1.7407357692718506,Success
378,2.3485665321350098,Success
379,1.5768163204193115,Success
380,1.5095624923706055,Success
381,2.034006357192993,Success
382,1.808790683746338,Success
383,1.863379955291748,Success
384,2.21622633934021,Success
385,1.675774097442627,Success
386,1.5473687648773193,Success
387,1.6824753284454346,Success
388,2.034282922744751,Success
389,1.6063015460968018,Success
390,2.4508419036865234,Success
391,1.9232041835784912,Success
392,1.9051849842071533,Success
393,1.586618185043335,Success
394,2.7003183364868164,Success
395,1.4415104389190674,Success
396,1.6522624492645264,Success
397,1.7097175121307373,Success
398,1.8780899047851562,Success
399,1.8510892391204834,Success
400,2.240868091583252,Success
401,2.975355625152588,Success
402,3.5339102745056152,Success
403,2.8505115509033203,Success
404,3.0611038208007812,Success
405,2.413313388824463,Success
406,2.720964193344116,Success
407,2.601165294647217,Success
408,2.3460121154785156,Success
409,13.912004232406616,Success
410,2.1897592544555664,Success
411,2.135634422302246,Success
412,3.341874599456787,Success
413,1.793215036392212,Success
414,2.665525197982788,Success
415,2.1579573154449463,Success
416,2.233450174331665,Success
417,1.450803279876709,Success
418,2.0323028564453125,Success
419,1.5032923221588135,Success
420,1.4330902099609375,Success
421,0.8015890121459961,Success
422,1.902249813079834,Success
423,1.2999992370605469,Success
424,1.3723199367523193,Success
425,1.6120538711547852,Success
426,1.9157323837280273,Success
427,3.242034673690796,Success
428,2.0613818168640137,Success
429,1.9454808235168457,Success
430,3.502183437347412,Success
431,1.6519701480865479,Success
432,2.6056933403015137,Success
433,3.2009687423706055,Success
434,1.9406635761260986,Success
435,1.7256989479064941,Success
436,1.9166467189788818,Success
437,1.8751380443572998,Success
438,1.9957106113433838,Success
439,1.6604986190795898,Success
440,2.1648411750793457,Success
441,1.9524526596069336,Success
442,1.248213768005371,Success
443,2.8953633308410645,Success
444,1.9581577777862549,Success
445,1.8809125423431396,Success
446,1.600538969039917,Success
447,2.089550018310547,Success
448,1.7375729084014893,Success
449,2.050689220428467,Success
450,1.6322476863861084,Success
451,1.904144287109375,Success
452,1.0453274250030518,Success
453,2.927748203277588,Success
454,1.497617483139038,Success
455,1.9246132373809814,Success
456,2.124276876449585,Success
457,1.328537940979004,Success
458,9.548932075500488,Success
459,1.2760093212127686,Success
460,0.7794544696807861,Success
461,1.4633004665374756,Success
462,1.4687271118164062,Success
463,0.8183908462524414,Success
464,1.2303779125213623,Success
465,1.3083751201629639,Success
466,1.2573120594024658,Success
467,1.5314126014709473,Success
468,1.349905014038086,Success
469,1.3803901672363281,Success
470,1.5679278373718262,Success
471,1.279590129852295,Success
472,1.3884530067443848,Success
473,1.2940492630004883,Success
474,1.3334088325500488,Success
475,1.3959596157073975,Success
476,1.2666995525360107,Success
477,1.543281078338623,Success
478,1.2923974990844727,Success
479,1.3093082904815674,Success
480,1.312040090560913,Success
481,1.1785523891448975,Success
482,0.8362216949462891,Success
483,0.9503214359283447,Success
484,1.2956874370574951,Success
485,1.3744633197784424,Success
486,0.8036355972290039,Success
487,1.4839787483215332,Success
488,1.3656642436981201,Success
489,1.3086974620819092,Success
490,1.4508941173553467,Success
491,1.32625412940979,Success
492,1.3799686431884766,Success
493,0.7973592281341553,Success
494,1.3221313953399658,Success
495,1.4144742488861084,Success
496,0.8348817825317383,Success
497,1.404019832611084,Success
498,0.950364351272583,Success
499,1.925966501235962,Success
500,2.1070797443389893,Success
501,2.124579429626465,Success
502,2.01021671295166,Success
503,1.9244122505187988,Success
504,1.5946264266967773,Success
505,1.905979871749878,Success
506,1.9989814758300781,Success
507,1.6947455406188965,Success
508,2.23124623298645,Success
509,1.6938941478729248,Success
510,1.9800076484680176,Success
511,2.0838890075683594,Success
512,2.5621838569641113,Success
513,1.908693790435791,Success
514,1.9406707286834717,Success
515,3.514065742492676,Success
516,2.420185089111328,Success
517,3.6457560062408447,Success
518,3.0409510135650635,Success
519,2.56024169921875,Success
520,2.7430286407470703,Success
521,3.506885528564453,Success
522,2.2062182426452637,Success
523,2.586622476577759,Success
524,2.9652862548828125,Success
525,2.5355446338653564,Success
526,1.6596367359161377,Success
527,2.568343162536621,Success
528,2.60103440284729,Success
529,2.060159683227539,Success
530,2.4254863262176514,Success
531,3.170851230621338,Success
532,2.5059974193573,Success
533,2.828686237335205,Success
534,2.269439935684204,Success
535,3.604118824005127,Success
536,2.4403135776519775,Success
537,2.6730873584747314,Success
538,2.615889549255371,Success
539,2.8200716972351074,Success
540,2.2678701877593994,Success
541,2.758347749710083,Success
542,2.441786050796509,Success
543,2.3820104598999023,Success
544,2.472111225128174,Success
545,2.095427989959717,Success
546,2.223891496658325,Success
547,1.9545097351074219,Success
548,2.134294271469116,Success
549,1.7480347156524658,Success
550,2.3475797176361084,Success
551,2.174375295639038,Success
552,2.0789685249328613,Success
553,1.9627437591552734,Success
554,1.975632667541504,Success
555,2.1651816368103027,Success
556,1.7701704502105713,Success
557,1.7579810619354248,Success
558,2.080235004425049,Success
559,1.128934621810913,Success
560,1.8406941890716553,Success
561,1.828857660293579,Success
562,1.8611562252044678,Success
563,1.7037255764007568,Success
564,1.6231272220611572,Success
565,1.7263758182525635,Success
566,1.6145694255828857,Success
567,1.86869478225708,Success
568,2.0919382572174072,Success
569,1.581416130065918,Success
570,1.817708969116211,Success
571,2.2357406616210938,Success
572,1.890089511871338,Success
573,1.7417793273925781,Success
574,1.6076714992523193,Success
575,2.0805611610412598,Success
576,1.094407558441162,Success
577,1.817739486694336,Success
578,2.0631275177001953,Success
579,1.7429726123809814,Success
580,1.7977283000946045,Success
581,1.780198097229004,Success
582,1.688673734664917,Success
583,1.833402156829834,Success
584,1.7361011505126953,Success
585,1.7605352401733398,Success
586,1.7240545749664307,Success
587,1.959014654159546,Success
588,1.7128992080688477,Success
589,1.9187791347503662,Success
590,1.8103687763214111,Success
591,2.020676612854004,Success
592,1.5988798141479492,Success
593,1.4583656787872314,Success
594,1.8006680011749268,Success
595,1.7534046173095703,Success
596,1.9650077819824219,Success
597,1.9876971244812012,Success
598,1.7520835399627686,Success
599,1.8126142024993896,Success
600,1.5536346435546875,Success
601,1.7595741748809814,Success
602,1.275308609008789,Success
603,1.7936675548553467,Success
604,1.6497595310211182,Success
605,1.8429007530212402,Success
606,1.9110348224639893,Success
607,1.983971357345581,Success
608,1.761950969696045,Success
609,2.3777430057525635,Success
610,2.046497344970703,Success
611,1.9216268062591553,Success
612,1.744539499282837,Success
613,1.756662130355835,Success
614,1.6402528285980225,Success
615,1.446915626525879,Success
616,1.9080040454864502,Success
617,1.723952054977417,Success
618,1.9202442169189453,Success
619,0.8020229339599609,Success
620,1.790224313735962,Success
621,2.0460009574890137,Success
622,1.4679358005523682,Success
623,1.5453639030456543,Success
624,1.651099443435669,Success
625,1.8919918537139893,Success
626,5.292865037918091,Success
627,2.5470941066741943,Success
628,3.055957317352295,Success
629,2.5088531970977783,Success
630,2.601698637008667,Success
631,2.0926549434661865,Success
632,2.263411283493042,Success
633,3.643491506576538,Success
634,2.182204246520996,Success
635,29.982762813568115,Success
636,2.885202646255493,Success
637,3.61163067817688,Success
638,4.112934589385986,Success
639,22.013298511505127,Success
640,2.579953908920288,Success
641,2.3163692951202393,Success
642,1.8439700603485107,Success
643,1.8536899089813232,Success
644,1.8090665340423584,Success
645,1.7729887962341309,Success
646,1.706984043121338,Success
647,1.7602348327636719,Success
648,1.0729646682739258,Success
649,1.85697603225708,Success
650,2.06514310836792,Success
651,1.0997283458709717,Success
652,1.6759734153747559,Success
653,1.0321907997131348,Success
654,1.709326982498169,Success
655,1.8420445919036865,Success
656,1.6085937023162842,Success
657,1.9635436534881592,Success
658,2.0331525802612305,Success
659,2.113293170928955,Success
660,2.086556911468506,Success
661,1.6214184761047363,Success
662,2.330801010131836,Success
663,2.2487547397613525,Success
664,1.9528446197509766,Success
665,1.7305047512054443,Success
666,1.6475927829742432,Success
667,2.029033660888672,Success
668,2.173203706741333,Success
669,1.7074403762817383,Success
670,1.6908886432647705,Success
671,1.767775535583496,Success
672,1.9167366027832031,Success
673,1.5914607048034668,Success
674,1.6075108051300049,Success
675,1.628239631652832,Success
676,1.7789697647094727,Success
677,1.6953976154327393,Success
678,1.5583012104034424,Success
679,1.823094129562378,Success
680,2.055689811706543,Success
681,1.7770476341247559,Success
682,1.7622778415679932,Success
683,1.6435298919677734,Success
684,1.763932228088379,Success
685,1.8914892673492432,Success
686,1.6844892501831055,Success
687,1.8395884037017822,Success
688,1.8917107582092285,Success
689,1.7475206851959229,Success
690,1.9708547592163086,Success
691,1.8962666988372803,Success
692,1.730097770690918,Success
693,1.8630774021148682,Success
694,1.6547389030456543,Success
695,1.755441427230835,Success
696,1.809638261795044,Success
697,1.6831402778625488,Success
698,1.5406723022460938,Success
699,1.6937484741210938,Success
700,1.7542545795440674,Success
701,1.599273681640625,Success
702,1.7644617557525635,Success
703,1.7579455375671387,Success
704,2.067978858947754,Success
705,2.1001415252685547,Success
706,1.5567665100097656,Success
707,1.7592628002166748,Success
708,1.5008609294891357,Success
709,1.8810155391693115,Success
710,1.6077055931091309,Success
711,1.5511119365692139,Success
712,2.448824644088745,Success
713,1.5938689708709717,Success
714,2.41610050201416,Success
715,1.5919523239135742,Success
716,2.079148769378662,Success
717,1.271745204925537,Success
718,1.7570788860321045,Success
719,1.6018223762512207,Success
720,2.243875503540039,Success
721,1.7515225410461426,Success
722,2.0700197219848633,Success
723,1.9272239208221436,Success
724,2.24867582321167,Success
725,1.9165494441986084,Success
726,1.7960760593414307,Success
727,1.6805274486541748,Success
728,1.8049085140228271,Success
729,1.6750133037567139,Success
730,1.765981912612915,Success
731,1.7515175342559814,Success
732,1.6759138107299805,Success
733,2.523123025894165,Success
734,1.8097848892211914,Success
735,1.6272428035736084,Success
736,1.9046871662139893,Success
737,1.7446608543395996,Success
738,1.602783441543579,Success
739,1.583970308303833,Success
740,1.768735408782959,Success
741,1.7585690021514893,Success
742,1.7953500747680664,Success
743,2.0375638008117676,Success
744,1.6894049644470215,Success
745,1.6323158740997314,Success
746,1.650447130203247,Success
747,1.626927375793457,Success
748,1.551980972290039,Success
749,1.8165104389190674,Success
750,1.4937584400177002,Success
751,1.6732523441314697,Success
752,1.7466998100280762,Success
753,1.6230323314666748,Success
754,1.8934791088104248,Success
755,2.0924148559570312,Success
756,1.631955623626709,Success
757,1.7130568027496338,Success
758,2.0888290405273438,Success
759,2.1237478256225586,Success
760,2.3566513061523438,Success
761,1.7730934619903564,Success
762,1.9048521518707275,Success
763,2.072056770324707,Success
764,1.6531953811645508,Success
765,2.3044354915618896,Success
766,1.9865608215332031,Success
767,2.061389923095703,Success
768,2.1375949382781982,Success
769,2.1528873443603516,Success
770,2.6529653072357178,Success
771,2.3925623893737793,Success
772,3.292543411254883,Success
773,2.412447452545166,Success
774,2.084073066711426,Success
775,2.0787322521209717,Success
776,2.2244060039520264,Success
777,1.8613197803497314,Success
778,1.984010934829712,Success
779,1.7547688484191895,Success
780,1.7686491012573242,Success
781,2.562777519226074,Success
782,1.9251177310943604,Success
783,2.1210224628448486,Success
784,3.2950501441955566,Success
785,5.267991781234741,Success
786,3.2143211364746094,Success
787,3.0496480464935303,Success
788,2.8064770698547363,Success
789,3.5933597087860107,Success
790,3.9964985847473145,Success
791,3.990753650665283,Success
792,4.874272108078003,Success
793,4.380398988723755,Success
794,3.8623833656311035,Success
795,4.177839994430542,Success
796,3.6716766357421875,Success
797,4.208778619766235,Success
798,3.7602787017822266,Success
799,3.550563097000122,Success
800,3.1005730628967285,Success
801,3.7293508052825928,Success
802,3.6399810314178467,Success
803,3.9186887741088867,Success
804,3.7979366779327393,Success
805,3.87845778465271,Success
806,4.219619512557983,Success
807,4.025612115859985,Success
808,3.7541191577911377,Success
809,3.618295192718506,Success
810,3.735968828201294,Success
811,3.741950750350952,Success
812,3.312537908554077,Success
813,3.239701271057129,Success
814,2.3559062480926514,Success
815,2.359832525253296,Success
816,3.082385778427124,Success
817,3.3281211853027344,Success
818,3.7061634063720703,Success
819,3.7093424797058105,Success
820,3.1646952629089355,Success
821,3.3669517040252686,Success
822,4.378830909729004,Success
823,3.168949604034424,Success
824,2.9012701511383057,Success
825,3.2335169315338135,Success
826,2.788262128829956,Success
827,3.881263256072998,Success
828,3.4768271446228027,Success
829,3.5882973670959473,Success
830,3.8390800952911377,Success
831,4.234062910079956,Success
832,2.777094841003418,Success
833,3.470586061477661,Success
834,3.3642966747283936,Success
835,4.273234844207764,Success
836,3.695594310760498,Success
837,3.7223339080810547,Success
838,3.702018976211548,Success
839,4.186209201812744,Success
840,3.492466449737549,Success
841,5.694840669631958,Success
842,3.6147844791412354,Success
843,2.605762004852295,Success
844,3.046485424041748,Success
845,3.4540975093841553,Success
846,3.781938314437866,Success
847,3.4730124473571777,Success
848,3.5327248573303223,Success
849,3.8495962619781494,Success
850,3.498063802719116,Success
851,2.468520402908325,Success
852,2.655937433242798,Success
853,3.0528533458709717,Success
854,2.8729119300842285,Success
855,2.448974609375,Success
856,2.8386919498443604,Success
857,2.878376007080078,Success
858,2.0646395683288574,Success
859,2.589224338531494,Success
860,2.205162525177002,Success
861,2.084883689880371,Success
862,1.9233217239379883,Success
863,2.3871872425079346,Success
864,1.7612926959991455,Success
865,1.6519622802734375,Success
866,2.7275328636169434,Success
867,1.705820083618164,Success
868,1.7576396465301514,Success
869,2.4020817279815674,Success
870,1.759491205215454,Success
871,1.9178681373596191,Success
872,1.7533371448516846,Success
873,1.9265713691711426,Success
874,1.631089687347412,Success
875,1.714595079421997,Success
876,1.749624252319336,Success
877,2.016411781311035,Success
878,1.181929111480713,Success
879,2.5640273094177246,Success
880,2.7147085666656494,Success
881,2.725203514099121,Success
882,1.956930160522461,Success
883,3.5443084239959717,Success
884,2.662848472595215,Success
885,3.0258352756500244,Success
886,2.438652753829956,Success
887,2.3701069355010986,Success
888,2.0692479610443115,Success
889,2.769174337387085,Success
890,2.9891295433044434,Success
891,2.152522087097168,Success
892,2.8621671199798584,Success
893,1.714585542678833,Success
894,2.640852689743042,Success
895,2.4042093753814697,Success
896,1.9803416728973389,Success
897,2.079132080078125,Success
898,2.2997848987579346,Success
899,3.3114356994628906,Success
900,2.9003517627716064,Success
901,2.275669813156128,Success
902,2.3676085472106934,Success
903,2.0341310501098633,Success
904,1.7628769874572754,Success
905,2.2400403022766113,Success
906,1.0175480842590332,Success
907,2.0271687507629395,Success
908,1.7336599826812744,Success
909,1.7225499153137207,Success
910,1.6243748664855957,Success
911,2.754739761352539,Success
912,2.139730453491211,Success
913,2.0221588611602783,Success
914,1.277883529663086,Success
915,1.9332294464111328,Success
916,2.187533378601074,Success
917,1.874969244003296,Success
918,2.007876396179199,Success
919,1.6476619243621826,Success
920,2.1947507858276367,Success
921,1.6260528564453125,Success
922,2.466228485107422,Success
923,1.826291799545288,Success
924,0.9410560131072998,Success
925,1.7625951766967773,Success
926,1.9241416454315186,Success
927,0.9623992443084717,Success
928,2.126598596572876,Success
929,2.19032883644104,Success
930,1.6356604099273682,Success
931,1.6121225357055664,Success
932,1.7259178161621094,Success
933,1.8858294486999512,Success
934,1.6741890907287598,Success
935,1.7058525085449219,Success
936,2.6398110389709473,Success
937,1.8001208305358887,Success
938,1.629650592803955,Success
939,2.3690185546875,Success
940,0.973423957824707,Success
941,1.589418888092041,Success
942,1.6919562816619873,Success
943,1.877479076385498,Success
944,1.6448554992675781,Success
945,1.7037289142608643,Success
946,1.9193999767303467,Success
947,2.7176616191864014,Success
948,1.8688132762908936,Success
949,1.8157970905303955,Success
950,2.8224689960479736,Success
951,1.974743366241455,Success
952,1.8560636043548584,Success
953,2.6135594844818115,Success
954,1.4587347507476807,Success
955,1.9054789543151855,Success
956,2.409215211868286,Success
957,1.4471936225891113,Success
958,1.9046576023101807,Success
959,2.089334011077881,Success
960,2.468597173690796,Success
961,1.940704345703125,Success
962,2.139239549636841,Success
963,1.7620844841003418,Success
964,2.014709234237671,Success
965,1.7524452209472656,Success
966,1.3753926753997803,Success
967,2.6946632862091064,Success
968,1.431668758392334,Success
969,1.5042996406555176,Success
970,2.6192092895507812,Success
971,1.7732882499694824,Success
972,1.437044620513916,Success
973,1.527109146118164,Success
974,1.9845249652862549,Success
975,1.4675543308258057,Success
976,1.3933892250061035,Success
977,1.6916921138763428,Success
978,1.8908665180206299,Success
979,1.550281286239624,Success
980,1.3737115859985352,Success
981,1.234640121459961,Success
982,2.22763729095459,Success
983,2.240635395050049,Success
984,1.599177360534668,Success
985,1.137047290802002,Success
986,1.415788173675537,Success
987,1.935607671737671,Success
988,1.1422009468078613,Success
989,1.4137921333312988,Success
990,1.438452959060669,Success
991,2.0165979862213135,Success
992,1.5090014934539795,Success
993,2.276169538497925,Success
994,1.246842622756958,Success
995,1.5809552669525146,Success
996,1.6019070148468018,Success
997,1.442444086074829,Success
998,1.9246532917022705,Success
999,1.5997645854949951,Success
1000,1.9861462116241455,Success
